CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,churn_probability,estimated_ltv,treatment_received,retained,uplift_score,uplift_net_ev,uplift_segment
619,42,2,0.0,1,1,1,101348.88,1,False,False,False,0.5882358380647311,0.0,0,0,0.0345525731967794,-50.0,Do Not Disturb / Low Impact
608,41,1,83807.86,1,0,1,112542.58,0,False,True,False,0.4631389015795599,7542.707399999999,1,1,-0.0076485520657839645,-107.690790265874,Do Not Disturb / Low Impact
502,42,8,159660.8,3,1,0,113931.57,1,False,False,False,0.9211264422224512,14369.471999999998,1,0,-0.024124403450853954,-396.6549399037492,Lost Causes (DO NOT OFFER)
699,39,1,0.0,2,0,0,93826.63,0,False,False,False,0.1876508209543761,0.0,1,1,0.017146395676670645,-50.0,Sure Things (DO NOT OFFER)
850,43,2,125510.82,1,1,1,79084.1,0,False,True,False,0.3978688748308115,11295.9738,0,1,-0.018021120123187018,-253.56610075817332,Do Not Disturb / Low Impact
645,44,8,113755.78,2,1,0,149756.71,1,False,True,True,0.5072898362117916,10238.0202,0,0,0.06994649940512732,666.1136738289815,Do Not Disturb / Low Impact
822,50,7,0.0,2,1,1,10062.8,0,False,False,True,0.2087009073624102,0.0,0,1,0.011106030040057169,-50.0,Sure Things (DO NOT OFFER)
376,29,4,115046.74,4,1,0,119346.88,1,True,False,False,0.8818191423394469,10354.2066,1,0,-0.008201891004400136,-134.9240739702405,Lost Causes (DO NOT OFFER)
501,44,4,142051.07,2,0,1,74940.5,0,False,False,True,0.4230035024332983,12784.5963,1,1,0.05520666790257989,655.7949622026515,Do Not Disturb / Low Impact
684,27,2,134603.88,1,1,1,71725.73,0,False,False,True,0.1930729241673985,12114.3492,1,1,0.0023423257757562155,-21.62424761232831,Sure Things (DO NOT OFFER)
528,31,6,102016.72,2,0,0,80181.12,0,False,False,True,0.1724895206110274,9181.5048,0,1,-0.02873613544363962,-313.8409655092273,Sure Things (DO NOT OFFER)
497,24,3,0.0,2,1,0,76390.01,0,False,True,True,0.0712740513711751,0.0,1,1,-0.002074727608104898,-50.0,Sure Things (DO NOT OFFER)
476,34,10,0.0,2,1,0,26260.98,0,False,False,False,0.1479337833277652,0.0,1,1,0.014276178841625797,-50.0,Sure Things (DO NOT OFFER)
549,25,5,0.0,2,0,0,190857.79,0,False,False,False,0.1254713035099566,0.0,0,1,0.017277450359547974,-50.0,Sure Things (DO NOT OFFER)
635,35,7,0.0,2,1,1,65951.65,0,False,True,False,0.1228285286272288,0.0,0,1,0.0019736430589235576,-50.0,Sure Things (DO NOT OFFER)
616,45,3,143129.41,2,0,1,64327.26,0,True,False,True,0.5462720676819286,12881.6469,0,1,-0.01626666652931774,-259.5414544707196,Do Not Disturb / Low Impact
653,58,1,132602.88,1,1,0,5097.67,1,True,False,True,0.9278492712912476,11934.2592,0,0,-0.09733525512005234,-1211.6241639008317,Lost Causes (DO NOT OFFER)
549,24,9,0.0,2,1,1,14406.41,0,False,True,False,0.1255926759372062,0.0,1,1,0.010230793166637109,-50.0,Sure Things (DO NOT OFFER)
587,45,6,0.0,1,0,0,158684.81,0,False,True,True,0.6804699296875281,0.0,0,1,0.042486685376666,-50.0,Do Not Disturb / Low Impact
726,24,6,0.0,2,1,1,54724.03,0,False,False,False,0.0994025758605051,0.0,0,1,0.005219354995994019,-50.0,Sure Things (DO NOT OFFER)
732,41,8,0.0,2,1,1,170886.17,0,False,False,True,0.119296729757607,0.0,1,1,0.026161384945894817,-50.0,Sure Things (DO NOT OFFER)
636,32,8,0.0,2,1,0,138555.46,0,False,True,False,0.1197612945110971,0.0,0,1,0.006594258586769208,-50.0,Sure Things (DO NOT OFFER)
510,38,4,0.0,1,1,0,118913.53,1,False,True,False,0.5399778786402496,0.0,0,0,-0.01867390888168352,-50.0,Do Not Disturb / Low Impact
669,46,3,0.0,2,0,1,8487.75,0,False,False,True,0.2254392531169499,0.0,0,1,0.021705264072009345,-50.0,Sure Things (DO NOT OFFER)
846,38,5,0.0,1,1,1,187616.16,0,False,False,False,0.2960145811445734,0.0,0,1,0.005950007182255801,-50.0,Sure Things (DO NOT OFFER)
577,25,3,0.0,2,0,1,124508.29,0,False,False,True,0.0668095557283681,0.0,1,1,0.001418383499811604,-50.0,Sure Things (DO NOT OFFER)
756,36,2,136815.64,1,1,1,170041.95,0,True,False,True,0.4240863706869355,12313.407600000002,0,1,0.020169396788310867,198.35400370060268,Do Not Disturb / Low Impact
571,44,9,0.0,2,0,0,38433.35,0,False,False,True,0.2991598882490937,0.0,1,1,0.10159633592563633,-50.0,Do Not Disturb / Low Impact
574,43,3,141349.43,1,1,1,100187.43,0,True,False,False,0.696488914679872,12721.4487,1,1,0.019180458091640262,194.00321365530152,Do Not Disturb / Low Impact
411,29,0,59697.17,2,1,1,53483.21,0,False,False,True,0.1217341026954002,5372.7453,0,1,-0.03814825510637898,-254.96085832599866,Sure Things (DO NOT OFFER)
591,39,3,0.0,3,1,0,140469.38,1,False,True,False,0.6867764496194211,0.0,1,0,0.07057902465474625,-50.0,Do Not Disturb / Low Impact
533,36,7,85311.7,1,0,1,156731.91,0,False,False,True,0.2338732952323615,7678.052999999999,0,1,-0.0006393888650640944,-54.90926159357196,Sure Things (DO NOT OFFER)
553,41,9,110112.54,2,0,0,81898.81,0,True,False,True,0.4204905852198999,9910.1286,0,1,-0.017757046215678307,-225.97461155351536,Do Not Disturb / Low Impact
520,42,6,0.0,2,1,1,34410.55,0,False,True,False,0.2119650488035884,0.0,1,1,0.03764761471602951,-50.0,Sure Things (DO NOT OFFER)
722,29,9,0.0,2,1,1,142033.07,0,False,True,False,0.0922657363173079,0.0,1,1,0.00526107660796582,-50.0,Sure Things (DO NOT OFFER)
475,45,0,134264.04,1,1,0,27822.99,1,False,False,False,0.7852396713099381,12083.7636,1,0,-0.061977829531372985,-798.9254404982099,Lost Causes (DO NOT OFFER)
490,31,3,145260.23,1,0,1,114066.77,0,False,True,True,0.1920102777307678,13073.420700000002,0,1,0.011516825177066203,100.56430066813849,Sure Things (DO NOT OFFER)
804,33,7,76548.6,1,0,1,98453.45,0,False,True,True,0.17474569946939,6889.374,0,1,-0.005261237896470927,-86.24663557176149,Sure Things (DO NOT OFFER)
850,36,7,0.0,1,1,1,40812.9,0,False,False,True,0.2899997528388491,0.0,1,1,-0.001187418294676501,-50.0,Sure Things (DO NOT OFFER)
582,41,6,70349.48,2,0,1,178074.04,0,True,False,True,0.2000917902647399,6331.4532,0,1,-0.030961447329137637,-246.03095476869993,Sure Things (DO NOT OFFER)
472,40,4,0.0,1,1,0,70154.22,0,False,True,True,0.5013535614794786,0.0,0,1,-0.01541728404129794,-50.0,Do Not Disturb / Low Impact
465,51,8,122522.32,1,0,0,181297.65,1,False,False,False,0.7729242068038154,11027.0088,0,0,-0.03067521237880344,-388.25583684293446,Lost Causes (DO NOT OFFER)
556,61,2,117419.35,1,1,1,94153.83,0,False,False,False,0.5702751911864076,10567.7415,0,1,-0.031151358177810562,-379.19950059701307,Do Not Disturb / Low Impact
834,49,2,131394.56,1,0,0,194365.76,1,False,False,False,0.7233879065069334,11825.5104,1,0,-0.03230354944610975,-432.005959931885,Lost Causes (DO NOT OFFER)
660,61,5,155931.11,1,1,1,158338.39,0,False,True,False,0.5459831975396313,14033.799899999998,0,1,-0.04077967231659141,-622.2937612786133,Do Not Disturb / Low Impact
776,32,4,109421.13,2,1,1,126517.46,0,True,False,False,0.2802622270597922,9847.9017,1,1,-0.023406518743897542,-280.5050957291105,Sure Things (DO NOT OFFER)
829,27,9,112045.67,1,1,1,119708.21,1,True,False,False,0.5505294185708065,10084.110299999998,0,0,0.01055356545253372,56.42331808161943,Do Not Disturb / Low Impact
637,39,9,137843.8,1,1,1,117622.8,1,True,False,False,0.6491487092057061,12405.942,1,0,0.029065996104538083,310.59106184512535,Do Not Disturb / Low Impact
